Transcript_ID	Gene_ID	Biotype	Translated_sample_number	Transcribed_sample_number	Translated_samples	Transcribed_samples
ENST00000518547.5	ENSG00000170873.18	protein_coding	21	1	SRR1803151,SRR1551165,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRX870805,SRR403889,SRR970565,SRR1976443,SRR627625,SRR810100,SRR3130940,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000590795.1	ENSG00000263002.7	nonsense_mediated_decay	2	2	SRX870805,SRR3208865	SRR1042900,SRR627620
ENST00000589839.2	ENSG00000185761.10	processed_transcript	1	2	SRR810100	SRR1562539,SRR1562543
ENST00000552773.1	ENSG00000111783.12	retained_intron	5	1	SRR3208864,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRX870805
ENST00000360700.4	ENSG00000147180.16	protein_coding	21	1	SRX474113,SRR1803153,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562542,SRR1562543,GSE48933,SRX870805,SRR403883,SRR403889,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000552183.1	ENSG00000135480.14	processed_transcript	1	1	SRR3680968	SRR627620
ENST00000599359.1	ENSG00000125735.10	protein_coding	3	1	SRR1803147,SRR1803151,SRR1803188	SRR1173905
ENST00000531191.5	ENSG00000142675.17	protein_coding	3	3	SRR1803190,SRR970565,SRR3680968	SRR1976444,SRR627620,SRR627621
ENST00000470416.5	ENSG00000175470.18	nonsense_mediated_decay	43	1	SRX474113,SRR1803151,SRR1803188,SRR1803190,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR935448,SRR935449,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680969	SRR1042900
ENST00000545630.1	ENSG00000256422.5	lincRNA	1	3	SRR1562542	SRR1562539,SRR1562543,SRR3208865
ENST00000481638.1	ENSG00000166979.12	processed_transcript	5	2	SRR970561,SRR970565,SRR970587,SRR3680966,SRR3680969	SRR1803153,SRR627620
ENST00000560817.5	ENSG00000103740.9	protein_coding	1	1	SRR1562542	SRR1173905
ENST00000497802.1	ENSG00000130827.6	retained_intron	4	1	SRR935448,SRR970565,SRR1976443,SRR1976447	SRR627620
ENST00000281961.2	ENSG00000152154.10	protein_coding	12	10	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR931815,SRR403889,SRR1042900,SRR970588,SRR1976445,SRR1976446,SRR1976448,SRR627621,SRR627625,SRR1630831
ENST00000261486.5	ENSG00000129595.12	protein_coding	9	1	SRR970561,SRR970587,SRR3208864,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680968,SRR3680969	SRR1976443
ENST00000395209.7	ENSG00000102385.12	protein_coding	11	6	SRR1562540,SRR1562541,SRR1562542,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905,SRR1551155,SRR403889,SRR627621,SRR810100,SRR1630831
ENST00000561037.5	ENSG00000255571.6	lincRNA	1	1	SRR1562542	SRR1562539
ENST00000359760.5	ENSG00000198221.8	lincRNA	3	1	SRR3208864,SRR3208871,SRR3208897	SRR1562543
ENST00000568322.5	ENSG00000102984.14	protein_coding	2	1	SRR1976444,SRR3208898	SRR1562543
ENST00000610966.4	ENSG00000166111.9	protein_coding	12	2	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905,SRR1042900
ENST00000513752.5	ENSG00000177822.7	antisense	2	2	SRR1976443,SRR3208870	SRR1562541,SRR627621
ENST00000375772.7	ENSG00000179222.17	protein_coding	37	1	SRX474113,SRR1803151,SRR1803188,SRR1551165,SRR1551155,SRR1562539,SRR1562541,SRR1562542,SRR1562543,SRR935449,GSE48933,SRR1573939,SRR931815,SRR403883,SRR403889,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627621,SRR627625,SRR810100,SRR1630831,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000513985.5	ENSG00000168916.15	processed_transcript	1	1	SRR1562542	SRR970588
ENST00000474532.1	ENSG00000010818.8	processed_transcript	5	1	SRR970538,SRR970588,SRR1976444,SRR1976445,SRR3208885	SRR1042900
ENST00000288221.10	ENSG00000187672.12	protein_coding	13	2	SRX474113,SRR1562540,SRR1562541,GSE48933,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR970588
ENST00000504421.1	ENSG00000198677.10	processed_transcript	4	1	SRX870805,SRR1976444,SRR1976445,SRR3680967	SRR1562539
ENST00000265643.3	ENSG00000069482.6	protein_coding	22	3	SRX474113,SRR1551165,GSE48933,SRR1573939,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR627625,SRR1507056,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562542,SRR403883,SRR1630831
ENST00000634642.1	ENSG00000229425.2	lincRNA	1	3	SRR970538	SRR1562539,SRR3208864,SRR3680967
ENST00000519592.5	ENSG00000168081.8	retained_intron	3	1	SRR1803151,SRR1803188,SRR1562541	GSE48933
ENST00000549705.1	ENSG00000111596.11	processed_transcript	6	1	SRX870805,SRR970538,SRR970588,SRR1976446,SRR1976448,SRR3680969	SRR1562539
ENST00000457056.5	ENSG00000198908.11	protein_coding	5	1	SRR1551155,SRR970538,SRR970561,SRR970565,SRR970588	SRR1042900
ENST00000437814.1	ENSG00000169519.20	nonsense_mediated_decay	2	1	SRR970490,SRR970588	SRR1551155
ENST00000218230.5	ENSG00000102109.8	protein_coding	28	1	SRX474113,SRR1551165,SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR1573939,SRX870805,SRR403883,SRR403889,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR3130940,SRR3130941,SRR1507056,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000520333.1	ENSG00000185730.7	protein_coding	1	2	SRR3208870	SRR1562539,SRR1562541
ENST00000475340.1	ENSG00000171811.12	retained_intron	3	1	SRR3208871,SRR3208885,SRR3208897	SRR970588
ENST00000524591.6	ENSG00000250305.8	protein_coding	2	1	SRR3208871,SRR3208898	SRR1173905
ENST00000504595.1	ENSG00000183580.9	protein_coding	19	1	SRR935448,SRR935449,SRR931815,SRR403889,SRR1976443,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000601151.5	ENSG00000167554.14	protein_coding	1	1	SRR3208871	SRR1042900
ENST00000494992.5	ENSG00000176273.14	nonsense_mediated_decay	15	2	SRX870805,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976445,SRR1976446,SRR1976447,SRR810100,SRR3208864,SRR3208865,SRR3208870,SRR3208897,SRR3208898	SRR1562543,SRR627620
ENST00000464181.2	ENSG00000114098.17	protein_coding	12	2	SRR1803188,GSE48933,SRR970538,SRR970565,SRR970588,SRR1976446,SRR627625,SRR1758378,SRR1758379,SRR3208864,SRR3208898,SRR3680969	SRR1562539,SRR1507056
ENST00000463390.1	ENSG00000155849.15	retained_intron	1	1	SRR3208864	SRR1042900
ENST00000421862.1	ENSG00000214870.8	lincRNA	5	1	SRR1562542,SRR3208864,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000598446.1	ENSG00000256087.6	processed_transcript	8	2	SRR1573939,SRR970538,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976447	SRR1562539,SRR1562541
ENST00000526725.1	ENSG00000166323.12	processed_transcript	2	2	SRR1803151,SRR1803188	SRR810100,SRR1507056
ENST00000527003.5	ENSG00000182919.14	protein_coding	4	2	SRX870804,SRR970538,SRR970565,SRR1976445	SRR627620,SRR1507056
ENST00000339777.4	ENSG00000158113.12	protein_coding	4	2	SRR3208865,SRR3208871,SRR3208885,SRR3208897	SRR1042900,SRR970538
ENST00000398585.7	ENSG00000184012.11	protein_coding	3	2	SRR1573939,SRR403883,SRR403889	SRR1562542,SRR1042900
ENST00000520337.1	ENSG00000164932.12	protein_coding	9	1	GSE48933,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR627625	SRR1630831
ENST00000297161.6	ENSG00000164619.8	protein_coding	27	1	SRX474113,SRR1551155,SRR1562540,SRR1562542,SRR1562543,SRR935448,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR1042900
ENST00000297574.6	ENSG00000164929.16	protein_coding	6	1	SRR1562542,SRR3208865,SRR3208870,SRR3208885,SRR3208886,SRR3208898	SRR1976447
ENST00000303592.3	ENSG00000168135.4	protein_coding	11	3	SRR1562540,SRR1562541,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1551155,SRR1042900,SRR970565
ENST00000490763.1	ENSG00000059804.15	retained_intron	1	1	SRR627625	SRR1173905
ENST00000586068.5	ENSG00000188283.11	retained_intron	7	1	SRX870805,SRR970490,SRR970538,SRR970588,SRR1976444,SRR1976445,SRR627625	SRR627621
ENST00000557779.1	ENSG00000198133.8	protein_coding	1	2	SRR3208898	SRR1562541,SRR1758379
ENST00000496679.1	ENSG00000243989.7	retained_intron	7	1	GSE48933,SRX870805,SRR970565,SRR970588,SRR1976447,SRR3680966,SRR3680969	SRR1562541
ENST00000597975.1	ENSG00000213762.10	processed_transcript	3	1	SRR1573939,SRR970490,SRR970565	SRR1042900
ENST00000328453.9	ENSG00000239521.7	nonsense_mediated_decay	8	2	SRR1562542,SRR1630831,SRR3208864,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3680966	SRR627620,SRR627621
ENST00000630388.2	ENSG00000280870.2	lincRNA	6	1	SRR3208864,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1551155
ENST00000549742.1	ENSG00000258175.1	lincRNA	1	6	SRR3208898	GSE48933,SRR403883,SRR1976444,SRR3130940,SRR3130941,SRR3208886
ENST00000221972.7	ENSG00000105369.9	protein_coding	7	7	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR1976443	SRR1562539,SRR1562542,SRR403889,SRR1042900,SRR970538,SRR1976446,SRR627621
ENST00000594098.1	ENSG00000032444.15	retained_intron	3	1	SRR403889,SRR970565,SRR3208897	SRR627620
ENST00000199708.2	ENSG00000086506.2	protein_coding	9	13	SRX474113,SRR1551165,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898	SRR1803147,SRR1803153,SRR935448,SRR1042900,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR810100,SRR1758378,SRR3680966,SRR3680967,SRR3680969
ENST00000261799.8	ENSG00000113721.13	protein_coding	43	1	SRR1803151,SRR1803153,SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR935448,SRR935449,GSE48933,SRR1573939,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627620,SRR627621,SRR627625,SRR810100,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680968,SRR3680969	SRR1173905
ENST00000381569.5	ENSG00000061337.15	protein_coding	20	2	SRR1551155,SRR1562539,SRR1562540,SRR1562541,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR810100,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900,SRR627621
ENST00000492001.1	ENSG00000122515.14	retained_intron	2	1	SRR970587,SRR1758378	SRR1042900
ENST00000577705.1	ENSG00000154040.20	protein_coding	1	1	SRX870805	SRR3680969
ENST00000489711.5	ENSG00000163406.10	protein_coding	12	2	SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR403889,SRR1507056
ENST00000592042.5	ENSG00000070526.14	nonsense_mediated_decay	3	3	SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562543,SRR1042900
ENST00000322937.10	ENSG00000178522.14	protein_coding	3	2	SRX474113,SRX870805,SRR1507056	SRR931815,SRR1042900
ENST00000584974.1	ENSG00000006740.16	retained_intron	1	4	SRR1562540	SRR1042900,SRR970587,SRR970588,SRR3680969
ENST00000392519.6	ENSG00000184986.10	protein_coding	13	1	SRX474113,SRR1562540,SRR403889,SRR970565,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR1758378,SRR1758379,SRR3680968	SRR627620
ENST00000396184.7	ENSG00000154678.16	protein_coding	31	1	SRR1803188,SRR1551155,SRR1562540,SRR1562541,SRR935448,SRR935449,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1173905
ENST00000464200.1	ENSG00000153250.17	retained_intron	2	1	SRR1976444,SRR810100	SRR1803147
ENST00000439564.5	ENSG00000205771.6	transcribed_unprocessed_pseudogene	1	8	SRR3208898	SRR1803147,SRR1803153,SRR1803188,SRR1803190,SRR1562539,SRR935448,SRR935449,SRR1042900
ENST00000354619.9	ENSG00000086619.13	protein_coding	33	1	SRX474113,SRR1803151,SRR1803186,SRR1803188,SRR1551155,SRR1562540,GSE48933,SRR1573939,SRX870804,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR1630831,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3208898,SRR3680967,SRR3680968	SRR1042900
ENST00000306279.3	ENSG00000168874.12	protein_coding	26	1	SRR1562542,SRR935449,SRR1573939,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR810100,SRR3130940,SRR3130941,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208897,SRR3680966,SRR3680967,SRR3680969	SRR1803147
ENST00000217086.8	ENSG00000101115.12	protein_coding	10	4	SRR1551155,SRR970561,SRR970565,SRR970587,SRR1507056,SRR3208864,SRR3208865,SRR3680966,SRR3680968,SRR3680969	SRX474113,SRR1562539,SRR1562542,SRR810100
ENST00000266542.8	ENSG00000139178.10	protein_coding	34	1	SRR1551155,SRR935448,GSE48933,SRR1573939,SRR1042900,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR627625,SRR810100,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1173905
ENST00000512747.3	ENSG00000147168.12	retained_intron	10	1	SRR1803147,SRR1803151,SRR1803153,SRR1803186,SRR1803188,SRR1803190,SRR970538,SRR3680966,SRR3680967,SRR3680969	SRR1562539
ENST00000590750.1	ENSG00000267260.1	lincRNA	5	3	SRX870805,SRR1630831,SRR3208870,SRR3208897,SRR3208898	SRR1562539,SRR1562543,SRR1042900
ENST00000573828.1	ENSG00000162086.14	processed_transcript	1	3	SRR1976446	SRR1562542,SRR1562543,SRR627620
ENST00000403915.5	ENSG00000170745.11	protein_coding	2	5	SRX870805,SRR1976443	SRR1551165,SRR1562542,SRR1042900,SRR627620,SRR627625
ENST00000381163.7	ENSG00000056998.18	protein_coding	14	1	SRX474113,SRR1551165,SRR1562540,SRR1573939,SRR970538,SRR970561,SRR970587,SRR970588,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208886,SRR3208898	SRX870805
ENST00000239450.4	ENSG00000120328.6	protein_coding	6	1	SRR1551155,SRR1562540,SRR1976443,SRR1976447,SRR1758378,SRR1758379	SRR1173905
ENST00000611877.1	ENSG00000273702.1	lincRNA	2	5	SRR3208870,SRR3208871	SRR1551155,SRR1562539,SRR1562541,SRR1042900,SRR627621
ENST00000382349.4	ENSG00000205922.4	protein_coding	4	1	SRR403889,SRR3208865,SRR3208871,SRR3208885	SRR1042900
ENST00000437152.7	ENSG00000125731.12	protein_coding	16	4	SRX474113,SRR1803151,SRR1803153,SRR1803188,SRR1803190,SRR1573939,SRR931815,SRR970538,SRR970565,SRR970588,SRR3130940,SRR3130941,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1976447,SRR627621,SRR627625,SRR810100
ENST00000320955.7	ENSG00000137877.9	protein_coding	1	2	GSE48933	SRR1173905,SRR1042900
ENST00000552741.5	ENSG00000127720.7	processed_transcript	1	3	SRR1803151	SRR1562542,SRR1562543,SRR3208870
ENST00000280187.11	ENSG00000150625.16	protein_coding	16	2	SRX474113,SRR1551165,SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRR1562543,SRX870805,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR403883,SRR1042900
ENST00000575090.1	ENSG00000225663.7	processed_transcript	1	1	SRR3208898	SRR1042900
ENST00000472807.1	ENSG00000183765.20	retained_intron	3	2	SRR970538,SRR1630831,SRR1758378	SRR1562543,SRR627620
ENST00000518019.1	ENSG00000123908.11	processed_transcript	2	2	SRR810100,SRR3680967	SRR1803147,SRR1042900
ENST00000572447.5	ENSG00000129195.15	protein_coding	44	2	SRX474113,SRR1803188,SRR1551165,SRR1551155,SRR1562542,SRR935448,SRR935449,GSE48933,SRR1573939,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627621,SRR810100,SRR1630831,SRR3130940,SRR3130941,SRR1507056,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562539,SRR1562540
ENST00000578507.1	ENSG00000266173.5	retained_intron	1	1	SRR1976445	SRR1042900
ENST00000536681.7	ENSG00000064763.10	protein_coding	28	3	SRX474113,SRR1803147,SRR1803153,SRR1803188,SRR1551165,SRR1562540,SRR1562541,SRR1562542,SRR935448,GSE48933,SRX870805,SRR403883,SRR403889,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976447,SRR1976448,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208885,SRR3208897,SRR3208898	SRR3680966,SRR3680968,SRR3680969
ENST00000369780.8	ENSG00000107954.10	protein_coding	17	1	SRR1562539,SRR1562540,SRR1562541,SRR1562542,SRX870805,SRR970490,SRR970538,SRR970565,SRR970588,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR627625
ENST00000496548.1	ENSG00000002822.15	processed_transcript	1	1	SRX870805	SRR1042900
ENST00000613327.4	ENSG00000138347.15	protein_coding	21	1	SRR935448,SRR935449,SRR970490,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976446,SRR1976447,SRR627621,SRR627625,SRR810100,SRR1758378,SRR1758379,SRR3680966,SRR3680967,SRR3680968,SRR3680969	SRR1562542
ENST00000404795.3	ENSG00000142700.11	protein_coding	7	4	SRX474113,SRX870804,SRR1630831,SRR3208864,SRR3208885,SRR3208897,SRR3208898	SRR1551155,SRR1562542,SRR1042900,SRR810100
ENST00000298622.8	ENSG00000188385.11	protein_coding	8	4	SRR970565,SRR3208864,SRR3208865,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR935448,SRR627625,SRR810100,SRR3680968
ENST00000575094.5	ENSG00000256594.7	processed_transcript	8	5	SRR1573939,SRR970538,SRR970561,SRR970565,SRR970588,SRR1630831,SRR3208865,SRR3208885	SRR1562539,SRR1562540,SRR1562541,SRR1042900,SRR627621
ENST00000372852.3	ENSG00000163909.7	protein_coding	7	3	SRX474113,SRR1551165,SRR1573939,SRX870804,SRX870805,SRR970565,SRR1630831	SRR1562541,SRR1042900,SRR970587
ENST00000261592.9	ENSG00000101746.15	protein_coding	14	1	SRX474113,SRR1803153,SRR1562540,SRR1562541,SRR1562542,SRR1630831,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	SRR1042900
ENST00000472869.1	ENSG00000135750.14	processed_transcript	8	1	SRX870805,SRR970538,SRR970565,SRR970587,SRR970588,SRR3680966,SRR3680968,SRR3680969	SRR1630831
ENST00000480425.1	ENSG00000140403.12	retained_intron	2	3	SRR970565,SRR970588	SRR1042900,SRR1976447,SRR1630831
ENST00000576871.1	ENSG00000263004.1	lincRNA	1	6	SRR403889	SRR1173905,SRR1562541,SRR1976443,SRR1976444,SRR627621,SRR3130941
ENST00000285013.10	ENSG00000154760.13	protein_coding	10	3	SRR1803147,SRR1803153,SRR1803186,SRR1803188,SRR1803190,GSE48933,SRR1573939,SRR970565,SRR3130940,SRR3130941	SRR1173905,SRR1562541,SRR1042900
ENST00000529410.5	ENSG00000198945.7	protein_coding	35	1	SRX474113,SRR1803147,SRR1803151,SRR1803153,SRR1803188,SRR1803190,SRR1551155,SRR1562540,GSE48933,SRR1573939,SRX870805,SRR970538,SRR970561,SRR970565,SRR970587,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR627625,SRR1630831,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208897,SRR3208898,SRR3680966,SRR3680968	SRR1042900
ENST00000435924.1	ENSG00000232439.1	processed_pseudogene	2	1	SRR970565,SRR970588	SRR1562539
ENST00000368986.8	ENSG00000112333.11	protein_coding	4	2	SRR1562540,SRR1562542,SRR3208864,SRR3208870	SRX474113,SRR1042900
ENST00000280696.9	ENSG00000151090.17	protein_coding	3	1	SRR1562542,SRX870805,SRR1630831	SRR1042900
ENST00000460832.1	ENSG00000163611.11	retained_intron	1	1	SRR3208865	SRR1562539
ENST00000452786.2	ENSG00000030419.16	protein_coding	4	4	SRR1803151,SRR970565,SRR970587,SRR970588	SRR1562541,SRR1562542,SRR1562543,SRR627621
ENST00000355105.7	ENSG00000159592.10	protein_coding	26	1	SRR1803151,SRR1803190,SRR1551165,SRR1551155,SRR935448,GSE48933,SRR1573939,SRR403883,SRR970561,SRR1976443,SRR1976445,SRR1976448,SRR810100,SRR1630831,SRR3130941,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3680967,SRR3680968,SRR3680969	SRR627620
ENST00000582124.1	ENSG00000170425.3	retained_intron	8	2	SRR935448,GSE48933,SRR970538,SRR1976443,SRR1976446,SRR3208897,SRR3680968,SRR3680969	SRR931815,SRR1042900
ENST00000389811.8	ENSG00000153093.18	protein_coding	1	2	SRX870805	SRR1562539,SRR1042900
ENST00000484016.1	ENSG00000182796.12	unitary_pseudogene	4	6	SRR3208864,SRR3208865,SRR3208871,SRR3208898	SRR935449,SRR403883,SRR1042900,SRR627620,SRR627621,SRR627625
ENST00000520798.5	ENSG00000123124.13	protein_coding	3	3	SRX870805,SRR970490,SRR970565	SRR931815,SRR627620,SRR1507056
ENST00000514040.1	ENSG00000175471.19	processed_transcript	7	1	SRR1803151,SRR403889,SRR970490,SRR970561,SRR970565,SRR970588,SRR3680967	SRR935449
ENST00000222374.2	ENSG00000105767.2	protein_coding	36	1	SRX474113,SRR1551165,SRR1551155,SRR1562540,SRR1562541,SRR1562542,SRR1562543,GSE48933,SRR1573939,SRX870805,SRR403883,SRR970490,SRR970538,SRR970565,SRR970588,SRR1976443,SRR1976444,SRR1976445,SRR1976446,SRR1976447,SRR1976448,SRR627625,SRR3130940,SRR3130941,SRR1758378,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898,SRR3680967,SRR3680969	SRR627620
ENST00000474290.1	ENSG00000140264.19	processed_transcript	1	2	SRX870805	SRR1562542,SRR627625
ENST00000481652.1	ENSG00000116793.15	processed_transcript	5	1	SRX870805,SRR970565,SRR1976445,SRR3208864,SRR3208870	SRR1562539
ENST00000496870.1	ENSG00000185404.16	retained_intron	6	2	SRR935448,SRR1976445,SRR1976447,SRR627625,SRR810100,SRR1758378	SRR1562543,SRX870805
ENST00000194155.6	ENSG00000112852.6	protein_coding	17	2	SRR1551155,SRR403883,SRR403889,SRR1976445,SRR1976446,SRR1976448,SRR3130940,SRR3130941,SRR1758379,SRR3208864,SRR3208865,SRR3208870,SRR3208871,SRR3208885,SRR3208886,SRR3208897,SRR3208898	GSE48933,SRR1630831
